time,es_support_l,es_support_h,es_resist_l,es_resist_h,nq_support_l,nq_support_h,nq_resist_l,nq_resist_h
2026-07-06T12:24:47Z,7490.5,7495.5,7533.4,7538.4,29371.4,29391.4,30168.9,30188.9
2026-07-06T12:24:47Z,7490.5,7495.5,7533.4,7538.4,29371.4,29391.4,30168.9,30188.9
